NOMBRE,CATEGORIA,COORDENADAS
STUYVESANT TOWN - 6 SO/ 8 SO/ 10 SO,Residencial,POINT (-73.976528306372 40.730719567673)
115 STREET LIBRARY,Cultural,POINT (-73.953572590603 40.802951873764)
VLADECK 2 HOUSES BUILDING 23,Residencial,POINT (-73.980072574233 40.71261594767)
ELLIOTT HOUSES BUILDING 2,Residencial,POINT (-74.002657787818 40.749127539913)
VLADECK HOUSES BUILDING 20,Residencial,POINT (-73.98228701939 40.713765799227)
NORWAY CONSULATE & MISSION TO UN,Gobierno,POINT (-73.970137610971 40.753438473478)
SWAZILAND MISSION SUITE 420,Gobierno,POINT (-73.965809705539 40.753577689799)
POD 39 HOTEL,Comercial,POINT (-73.976614459774 40.749366525249)
GUGGENHEIM BANDSHELL,Cultural,POINT (-73.985686297186 40.772491434074)
NIOS RESTAURANT,Comercial,POINT (-73.983815607941 40.757816364549)
CENTRAL PARK HANS CHRISTIAN ANDERSEN STATUE,Recreativo,POINT (-73.967729540532 40.774474641208)
GRAMERCY ARTS THEATRE,Cultural,POINT (-73.982550160542 40.74171153837)
BARUCH HOUSES BUILDING 18,Residencial,POINT (-73.97909982414 40.717043484428)
BERNARD AND ANNE SPITZER SCHOOL OF ARCHITECTURE,Educativo,POINT (-73.950566251346 40.817730623283)
CITIZENM HOTEL TIMES SQUARE,Comercial,POINT (-73.984949004978 40.761598836944)
RIIS HOUSES BUILDING 4,Residencial,POINT (-73.972850391103 40.726041605004)
RENAISSANCE SCHOOL OF THE ARTS,Educativo,POINT (-73.936120925874 40.797409016306)
PS 3 CHARRETTE SCHOOL,Educativo,POINT (-74.006139763487 40.732672502344)
ALGA HOTEL,Comercial,POINT (-73.942055551168 40.828295669233)
BELIZE MISSION TO UN,Gobierno,POINT (-73.973910744779 40.75085802996)
SUDAN CONSULATE & MISSION TO UN,Gobierno,POINT (-73.969013429356 40.752810590578)
ST NICHOLAS HOUSES BUILDING 1,Residencial,POINT (-73.949139635418 40.812241729362)
PULITZER FOUNTAIN,Recreativo,POINT (-73.973619079126 40.764039416452)
CHELSEA GREEN,Recreativo,POINT (-73.996079701116 40.741633488674)
CHASE BANK PARK AV,Comercial,POINT (-73.974202586149 40.755236473027)
PS 527 EAST SIDE SCHOOL FOR SOCIAL ACTION,Educativo,POINT (-73.947897896384 40.780620781365)
MUSEUM OF THE CITY OF NEW YORK,Cultural,POINT (-73.952010752552 40.792410226495)
PS 112 JOSE CELSO BARBOSA,Educativo,POINT (-73.930304927252 40.79668876706)
CHELSEA PIERS GOLF CLUB,Recreativo,POINT (-74.009135069769 40.745328114881)
KING TOWERS BUILDING 6,Residencial,POINT (-73.948366354718 40.799384857643)
FT TRYON PARK FLAG POLE OVERLOOK,Recreativo,POINT (-73.932891596706 40.861977032536)
ROW NYC HOTEL,Comercial,POINT (-73.988355293739 40.75866521762)
LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,Educativo,POINT (-74.01295930222 40.705772502579)
MASARYK TOWERS BUILDING 2,Residencial,POINT (-73.980551737342 40.717356890042)
VLADECK HOUSES BUILDING 1,Residencial,POINT (-73.983434846962 40.711751027256)
CENTRAL PARK ALEXANDER HAMILTON STATUE,Recreativo,POINT (-73.964562960045 40.781031683003)
BATTERY PARK AT WEST STREET,Recreativo,POINT (-74.017519560157 40.704122809954)
AMC THEATRE VILLAGE,Cultural,POINT (-73.988726569776 40.731638396974)
FT TRYON SOUTHBOUND-DOWNTOWN BUS STOP,Recreativo,POINT (-73.9345354532 40.858736877009)
BETHUNE TOWERS,Residencial,POINT (-73.93681191791 40.81876504884)
FT TRYON PARK STAN MICHELS PROMENADE,Recreativo,POINT (-73.933576285577 40.860771981757)
RENAISSANCE TIMES SQUARE HOTEL,Comercial,POINT (-73.984628975415 40.759638267287)
MARINE INSPECTION OFC,Gobierno,POINT (-74.01444512251 40.701075525971)
SENEGAL MISSION TO UN,Gobierno,POINT (-73.972178595969 40.753464230642)
ROCKEFELLER UNIVERSITY FLEXNER HALL,Educativo,POINT (-73.95513115571 40.762977599277)
EDWARD BOWMAN PARK,Recreativo,POINT (-73.942848303602 40.809836994388)
SEPTEMBER 11 MEMORIAL COMPLEX,Cultural,POINT (-74.013253977355 40.711585162432)
HIGH LINE W 14 ST ENTRANCE,Recreativo,POINT (-74.007814460318 40.741876576124)
ORPHEUM THEATRE 2 AV,Cultural,POINT (-73.987510575152 40.728205822494)
ADAM CLAYTON POWELL JR MALLS,Recreativo,POINT (-73.945356188438 40.813077255618)
CENTRAL PARK ZOO CENTRAL GARDEN,Recreativo,POINT (-73.971972336006 40.767920584132)
INWOOD HILL PARK DEGROAT LITTLE LEAGUE FIELD,Recreativo,POINT (-73.919637687186 40.874531319023)
MUSIC BOX THEATRE,Cultural,POINT (-73.987226903056 40.758854824687)
CHRISTOPHER FISCHER SOHO,Comercial,POINT (-74.001271052651 40.723666418921)
KING TOWERS BUILDING 9,Residencial,POINT (-73.949153461327 40.798937719445)
ST ROSE OF LIMA SCHOOL,Educativo,POINT (-73.939695400731 40.837768278578)
KESWELL SCHOOL,Educativo,POINT (-73.998830510902 40.747341019088)
PS 234 ANNEX,Educativo,POINT (-74.012321492473 40.71674000112)
LINCOLN TOWERS,Residencial,POINT (-73.985846301351 40.777000024957)
ENNIS FRANCIS 2 APARTMENTS,Residencial,POINT (-73.950497275825 40.808369960149)
PS 110 FLORENCE NIGHTINGALE,Educativo,POINT (-73.980005788333 40.71543381516)
RANDALLS ISLAND FIELD 72,Recreativo,POINT (-73.929191167904 40.782334989543)
BRONX SHORE FIELD 11,Recreativo,POINT (-73.921395581693 40.800114371394)
ROYALTON HOTEL,Comercial,POINT (-73.982309274023 40.755600442408)
CENTRAL PARK ANCIENT PLAYGROUND,Recreativo,POINT (-73.961656953009 40.780849849509)
WAGNER HOUSES BUILDING 14,Residencial,POINT (-73.933153219987 40.799709063814)
HAVEN AVENUE PARK,Recreativo,POINT (-73.942755667559 40.848524950792)
GREECE MISSION TO UN,Gobierno,POINT (-73.965584504596 40.752193675554)
PS 290 MANHATTAN NEW SCHOOL,Educativo,POINT (-73.952885765948 40.775166411677)
L A SCUOLA DITALIA GUGLIELMO MARCONI MIDDLE & HIGH SCHOOL,Educativo,POINT (-73.957860498196 40.764235006869)
GERTRUDE EDERLE RECREATION CENTER,Recreativo,POINT (-73.98873960284 40.771398685709)
WAGNER HOUSES BUILDING 5,Residencial,POINT (-73.929939569107 40.798254515454)
CAMBRIA HOTEL & SUITES TIMES SQUARE,Comercial,POINT (-73.980617080118 40.756502784558)
LOWER EAST SIDE I BUILDING 2,Residencial,POINT (-73.990763902188 40.722009049762)
BRONX SHORE FIELD 2,Recreativo,POINT (-73.92478296166 40.801025673887)
THE HUDSON RESTAURANT,Comercial,POINT (-73.931931971714 40.86902188285)
THE CENTRAL BUILDING,Residencial,POINT (-73.975981058781 40.789654096803)
HOLMES TOWERS HOUSES,Residencial,POINT (-73.94541937835 40.780708162797)
ISHAM PARK GINKO TREE & STAIRS,Recreativo,POINT (-73.919122862407 40.868497195059)
STUYVESANT TOWN 635 E 14 645 E 14 245 AVE C,Residencial,POINT (-73.975871463576 40.728978619795)
ROOSEVELT ISLAND OCTAGON SOCCER FIELD,Recreativo,POINT (-73.945845990148 40.767135871376)
MACAULAY HONORS COLLEGE,Educativo,POINT (-73.980095036029 40.774083469725)
AARON ELEMENTARY SCHOOL,Educativo,POINT (-73.969972747085 40.751611005824)
JOHN JAY COLLEGE OF CRIMINAL JUSTICE,Educativo,POINT (-73.987127997427 40.770535283776)
BELGIAN MISSION TO UN,Gobierno,POINT (-73.971075644932 40.750905878943)
ST NICHOLAS HOUSES BUILDING 3,Residencial,POINT (-73.949567839882 40.811689781912)
EL DORADO CO-OP BUILDING,Residencial,POINT (-73.967499827439 40.788275990319)
LEXINGTON HOUSES BUILDING 4,Residencial,POINT (-73.948670411365 40.786909824709)
LYCEUM THEATRE,Cultural,POINT (-73.984559707965 40.757790443914)
ASPHALT GREEN POOL UPPER EAST SIDE,Recreativo,POINT (-73.943958167557 40.779145744711)
HUDSON RIVER PARK TENNIS COURT 2,Recreativo,POINT (-74.011297920503 40.727175318509)
THE SHOPS AT COLUMBUS CIRCLE,Comercial,POINT (-73.98271444826 40.768472358634)
KENKELEBA HOUSE GARDEN,Recreativo,POINT (-73.982685076082 40.722311767265)
TOT LOT 116,Recreativo,POINT (-73.96551854959 40.80957389142)
PS 145 BLOOMINGDALE SCHOOL,Educativo,POINT (-73.965374661994 40.799164802938)
COLUMBIA UNIVERSITY DEPARTMENT OF PHILOSOPHY,Educativo,POINT (-73.960908284658 40.807478006576)
AMBASSADOR THEATRE,Cultural,POINT (-73.985078614344 40.761200100252)
COLUMBIA UNIVERSITY WALLACH HALL,Educativo,POINT (-73.961930139096 40.806082240515)
TUSCANY HOTEL,Comercial,POINT (-73.978193277321 40.749699889567)
MACEDONIA MISSION TO UN,Gobierno,POINT (-73.965674410417 40.752242634238)
NEW YORK UNIVERSITY 19 UNIVERSITY PL,Educativo,POINT (-73.994762495964 40.731298258764)
TRIBOROUGH FINANCE NEW POST OFFICE,Gobierno,POINT (-73.938785708497 40.803897922393)
CENTRAL PARK RUNNERS GROVE,Recreativo,POINT (-73.976985422659 40.772836092332)
MORGAN STANLEY CHILDREN'S HOSPITAL,Salud,POINT (-73.941031751951 40.840064997304)
BRONX SHORE FIELD 9,Recreativo,POINT (-73.920120821784 40.798861731396)
DPR PARK ENFORCEMENT PATROL FORESTRY TRAILER 1,Gobierno,POINT (-73.92743851493 40.788524234648)
PETER STUYVESANT POST OFFICE,Gobierno,POINT (-73.9831202816 40.731834551468)
ROYAL PARK HOTEL,Comercial,POINT (-73.972260538153 40.795582353308)
HIGH BRIDGE PARK WATER TOWER,Recreativo,POINT (-73.932629681515 40.842537201004)
SUNKEN MEADOW FIELD 20,Recreativo,POINT (-73.920509243241 40.793935486312)
NYU REPROGRAPHIC SERVICES,Educativo,POINT (-73.994472079438 40.730014515219)
CORNELL TECH BLOOMBERG CENTER,Educativo,POINT (-73.956117014403 40.755824785818)
SUNKEN MEADOW FIELD 16,Recreativo,POINT (-73.91924683303 40.794657528155)
FIT BUSINESS & LIBERAL ARTS CTR,Educativo,POINT (-73.995449618595 40.747599600586)
RIIS 2 HOUSES BUILDING 18,Residencial,POINT (-73.976084517947 40.723020547262)
CHELSEA PIERS SPORTS CENTER,Recreativo,POINT (-74.009305930544 40.746629854977)
CAMPOS COMMUNITY GARDEN,Recreativo,POINT (-73.977556951353 40.72732038641)
CARVER HOUSES BUILDING 7,Residencial,POINT (-73.950410231764 40.791134130877)
LILY BROWN PLAYGROUND,Recreativo,POINT (-73.946179225807 40.838787775879)
POOR RICHARDS PLAYGROUND,Recreativo,POINT (-73.942764824281 40.792564806404)
JOHNSON HOUSES BUILDING 5,Residencial,POINT (-73.943374682911 40.796814114229)
RIIS 2 HOUSES BUILDING 15,Residencial,POINT (-73.974899511811 40.722504865744)
HIGH LINE W 16 ST ENTRANCE,Recreativo,POINT (-74.007011782569 40.743347500964)
GOUVERNEUR GARDENS BLDG 4,Residencial,POINT (-73.984358831155 40.711027694696)
ABYSSINIAN PLGD,Recreativo,POINT (-73.940847570117 40.817216267021)
BARUCH COLLEGE EARLY LEARNING CENTER,Educativo,POINT (-73.987539007843 40.737312812227)
BLAKE HOBBS PLAYGROUND,Recreativo,POINT (-73.94398472001 40.789060813286)
THE IDEAL SCHOOL OF MANHATTAN W 91 ST,Educativo,POINT (-73.976509803086 40.792331194444)
SOHO PLAYHOUSE,Cultural,POINT (-74.004363581037 40.726488730334)
CENTRAL PARK N MEADOW BASEBALL FIELDS,Recreativo,POINT (-73.95763037538 40.792721739423)
MORRIS-JUMEL COMMUNITY GARDEN,Recreativo,POINT (-73.939156658043 40.835721265896)
BEIT RABBAN DAY SCHOOL,Educativo,POINT (-73.970104690114 40.785844460339)
GUARDIAN ANGEL SCHOOL,Educativo,POINT (-74.005112295051 40.746837650142)
HARLEM RIVER HOUSES BLDG 6,Residencial,POINT (-73.935267635775 40.826210104026)
ETHIOPIA MISSION TO UN,Gobierno,POINT (-73.965857638889 40.752307642577)
ASSER LEVY PARK,Recreativo,POINT (-73.975686421465 40.736812513875)
MARBLE HILL HOUSES BUILDING 1,Residencial,POINT (-73.90884258507 40.874677402955)
KINGS ACADEMY,Educativo,POINT (-73.934262453268 40.805351776994)
EARTH PEOPLE COMMUNITY GARDEN,Recreativo,POINT (-73.978962398284 40.72508356497)
ANDAZ HOTEL WALL STREET,Comercial,POINT (-74.007903277245 40.705228578652)
ST NICHOLAS HOUSES BUILDING 9,Residencial,POINT (-73.947309074591 40.812423655535)
CHINESE CONSOLIDATED BENEVOLENT ASSOCIATION,Cultural,POINT (-73.997956968648 40.715931769772)
DIRECTORS GUILD OF AMERICA THEATER,Cultural,POINT (-73.978155787969 40.764474463387)
PS 138,Educativo,POINT (-73.935247215776 40.805762029201)
AVALON BUILDING MIDTOWN WEST,Residencial,POINT (-73.985542590921 40.761853254053)
GOOGLE HEADQUARTERS,Comercial,POINT (-74.002137976118 40.740817088737)
IMMACULATE CONCEPTION SCHOOL,Educativo,POINT (-73.982289212357 40.73051045419)
COLUMBIA UNIVERSITY BUTLER HALL,Educativo,POINT (-73.958389918315 40.808062190053)
PS 173,Educativo,POINT (-73.939997084045 40.845634774764)
MILLENIUM HILTON HOTEL,Comercial,POINT (-74.010307477785 40.711154511473)
MID MANHATTAN ADULT LEARNING CENTER,Educativo,POINT (-73.951999909625 40.806147334683)
GRACE CHURCH SCHOOL,Educativo,POINT (-73.990545087016 40.731842911526)
PS/IS 217 ROOSEVELT ISLAND,Educativo,POINT (-73.948159812366 40.764002242071)
NYS OMH MEYER BLDG GAZEBO 1,Salud,POINT (-73.928023263664 40.789951749916)
RIIS 2 HOUSES BUILDING 16,Residencial,POINT (-73.975135317128 40.72206962166)
TAFT HOUSES BUILDING 2,Residencial,POINT (-73.947679117586 40.798412005413)
COLOMBIA MISSION TO UN,Gobierno,POINT (-73.96876492226 40.760561512786)
COOPER UNION FOUNDATION BUILDING,Educativo,POINT (-73.990591732745 40.729225130351)
110 STREET BLOCK ASSOCIATION GARDEN,Recreativo,POINT (-73.947369066801 40.796197245257)
CLINTON COMMUNITY GARDEN W 48 ST,Recreativo,POINT (-73.991737067426 40.762824104241)
MURRAY HILL MARQUIS,Residencial,POINT (-73.979283179024 40.745980272131)
CARVER HOUSES,Residencial,POINT (-73.951335235185 40.789766594206)
HIGH BRIDGE PLAY CENTER,Recreativo,POINT (-73.934322068501 40.842652661538)
COOPER POST OFFICE,Gobierno,POINT (-73.98989717607 40.732081988547)
TOURO COLLEGE MAIN CAMPUS W 23 ST,Educativo,POINT (-73.990660036534 40.742301109292)
CENTRAL PARK HECKSHER PLAYGROUND,Recreativo,POINT (-73.977520926103 40.768647609805)
HIGH LINE W 20 ST ENTRANCE,Recreativo,POINT (-74.006128270843 40.745992731962)
OTTENDORFER LIBRARY,Cultural,POINT (-73.987744136521 40.728914883994)
TISCH CHILDRENS ZOO GATEWAY SCULPTURE,Recreativo,POINT (-73.970881312277 40.76861821844)
CAPTAIN JACOB JOSEPH PLAYGROUND,Recreativo,POINT (-73.989846659863 40.713550365193)
WALD HOUSES BUILDING 17,Residencial,POINT (-73.976658840788 40.720238156527)
THE ANDERSON SCHOOL,Educativo,POINT (-73.978010716341 40.781098591672)
LOEWS REGENCY HOTEL,Comercial,POINT (-73.969088238846 40.764508052249)
LA PLAZA CULTURAL ARMANDO PEREZ GARDEN,Recreativo,POINT (-73.978687155091 40.725387640524)
HARLEM RIVER II,Residencial,POINT (-73.938464013557 40.826859522875)
LINCOLN HOUSES,Residencial,POINT (-73.937621636492 40.811415374276)
PS 171 PATRICK HENRY,Educativo,POINT (-73.951376680328 40.792065438187)
FIT SHIRLEY GOODMAN RESOURCE CTR,Educativo,POINT (-73.994283820364 40.746660050907)
GRANT HOUSES BUILDING 4,Residencial,POINT (-73.95793610699 40.81357336341)
HUDSON PARK LIBRARY,Cultural,POINT (-74.00530911607 40.729954071207)
FT TRYON PARK ACCESSIBLE ENTRANCE,Recreativo,POINT (-73.934417163686 40.859518892661)
COLUMBIA UNIVERSITY BROADWAY RESIDENCE HALL,Educativo,POINT (-73.964823993549 40.806096295382)
EL MOROCCO,Comercial,POINT (-73.950193671269 40.826030259616)
HENRY STREET SETTLEMENT CCC MONTGOMERY ST,Salud,POINT (-73.985601154772 40.712630094892)
UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,Educativo,POINT (-73.984055805466 40.712359097431)
WARDS ISLAND CENTRAL FIELDS SOCCER 50,Recreativo,POINT (-73.926154306428 40.789054143266)
ALTERNATE LEARNING CENTER BOYS CLUB,Educativo,POINT (-73.98248823256 40.728104498375)
GRACE CHURCH HIGH SCHOOL,Educativo,POINT (-73.991366784843 40.72872270916)
J HOOD WRIGHT PRK RECREATION CTR,Recreativo,POINT (-73.940685964296 40.846352221511)
THOMAS JEFFERSON RECREATION CENTER,Recreativo,POINT (-73.936845419042 40.793538583608)
BARUCH COLLEGE LIBRARY,Educativo,POINT (-73.982892060633 40.740699496722)
INTERNATIONAL CENTER OF PHOTOGRAPHY SCHOOL & LIBRARY,Cultural,POINT (-73.982673730644 40.754846573607)
CENTRAL PARK CONSERVATORY GARDEN,Recreativo,POINT (-73.952452363285 40.79376232399)
JACOB H SCHIFF PLAYGROUND,Recreativo,POINT (-73.952146120789 40.820651961517)
FT TRYON PARK BILLINGS TERRACE,Recreativo,POINT (-73.934780232737 40.860305750542)
AMDA COLLEGE STRATFORD ARMS BUILDING,Educativo,POINT (-73.980397488244 40.77654166816)
RIVERSIDE PARK BASKETBALL COURTS W 76 ST,Recreativo,POINT (-73.985055062054 40.783066595879)
INTERCONTINENTAL HOTEL BARCLAY,Comercial,POINT (-73.973655372086 40.755594260813)
KING TOWERS BUILDING 3,Residencial,POINT (-73.948315436414 40.800112360465)
CMX CINEMA E 62 ST,Cultural,POINT (-73.960339627163 40.761215842412)
FORDHAM UNIVERSITY LINCOLN CENTER CAMPUS,Educativo,POINT (-73.985094261252 40.770863579719)
BARNARD COLLEGE ALTSCHUL HALL,Educativo,POINT (-73.963382345716 40.810108875318)
VLADECK HOUSES BUILDING 11,Residencial,POINT (-73.981775124605 40.711787507087)
WARDS ISLAND PARK,Recreativo,POINT (-73.930391552973 40.783533216134)
PS 175 HENRY H GARNET,Educativo,POINT (-73.94275793123 40.814299842455)
CBS BROADCAST CENTER 524 W 57 ST,Comercial,POINT (-73.989661187335 40.76926886467)
BELLEVUE SOUTH PARK PLAYGROUND NORTH,Recreativo,POINT (-73.977806285523 40.740401427155)
RIIS HOUSES COMPLEX,Residencial,POINT (-73.973937886632 40.725144807496)
ST LUCIA MISSION TO UN,Gobierno,POINT (-73.971636549133 40.750164878782)
DEVRY COLLEGE,Educativo,POINT (-73.983451013621 40.747577202351)
CLINTON HOUSES BUILDING 6,Residencial,POINT (-73.947750281178 40.792219962795)
MOUNT SINAI WEST HOSPITAL,Salud,POINT (-73.987274644375 40.769822033634)
HAMPTON INN HOTEL DOWNTOWN FINANCIAL DISTRICT,Comercial,POINT (-74.012346173429 40.703142171788)
UN GENERAL ASSEMBLY BUILDING,Gobierno,POINT (-73.967683503051 40.750053769933)
BITTER END,Comercial,POINT (-73.99918651625 40.728367564022)
STUYVESANT HIGH SCHOOL,Educativo,POINT (-74.013831575947 40.717938162524)
LATHAM HOTEL,Comercial,POINT (-73.986694812972 40.744296027795)
CENTRAL PARK RAMBLE AREA N,Recreativo,POINT (-73.970203048777 40.778126515646)
CENTRAL PARK CAROUSEL,Recreativo,POINT (-73.97527241536 40.769932691586)
BMCC FITERMAN HALL,Educativo,POINT (-74.011356913685 40.713831501424)
THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,Educativo,POINT (-73.981410750432 40.738361655297)
NEW YORK THEOLOGICAL SEMINARY,Educativo,POINT (-73.963842190844 40.810858767937)
IRELAND MISSION TO UN,Gobierno,POINT (-73.969929681821 40.753524447612)
CREATIVE LITTLE GARDEN,Recreativo,POINT (-73.982535770029 40.724721735918)
REVEREND LINNETTE C WILLIAMSON MEMORIAL PARK,Recreativo,POINT (-73.94298927296 40.809388822164)
MAJESTIC THEATRE,Cultural,POINT (-73.987929079283 40.758354946726)
CENTRAL PARK RUMSEY PLAYFIELD,Recreativo,POINT (-73.970337847146 40.77253804613)
PANAMA MISSION TO THE UN,Gobierno,POINT (-73.966001875294 40.752376996215)
NORMAN THOMAS EDUCATIONAL CAMPUS,Educativo,POINT (-73.980840522847 40.746501581692)
BROWNSTONES HOUSES BUILDING 18,Residencial,POINT (-73.968299065306 40.788858286674)
RIVERBANK STATE PARK CAROUSEL,Recreativo,POINT (-73.954636803757 40.827694398836)
HUNTER SCIENCE HIGH SCHOOL,Educativo,POINT (-73.985196314718 40.774557090948)
JAMES BALDWIN LAWN,Recreativo,POINT (-73.948979748758 40.817798045652)
PS 63 THE STAR ACADEMY,Educativo,POINT (-73.986246651192 40.724354250843)
QUAD PREPARATORY SCHOOL,Educativo,POINT (-74.009482316336 40.707105535714)
NYU KIMBALL HALL,Educativo,POINT (-73.994839781462 40.730138176963)
BROWNSTONES HOUSES BUILDING 26,Residencial,POINT (-73.968204304725 40.788327707483)
EATALY FLATIRON,Comercial,POINT (-73.989675010955 40.742043014241)
FT TRYON PARK MARGARET CORBIN MONUMENT,Recreativo,POINT (-73.932974334882 40.861729721095)
FASHION INSTITUTE OF TECHNOLOGY KAUFMAN HALL,Educativo,POINT (-73.9988696881 40.75181226017)
SAMUEL CITY HOUSES BUILDING 1,Residencial,POINT (-73.937240531709 40.820208699159)
SAMUEL CITY HOUSES BUILDING 4,Residencial,POINT (-73.937944799714 40.82045338846)
COLUMBIA UNIVERSITY HEYMAN CENTER FOR HUMANITIES,Educativo,POINT (-73.95891596642 40.807469996859)
PALISADES PLAYGROUND,Recreativo,POINT (-73.950650086385 40.828997097059)
FT TRYON PARK NEW LEAF CAFE PARKING LOT,Recreativo,POINT (-73.93239167375 40.860539517978)
RITZ PLAZA HOTEL,Comercial,POINT (-73.985973182771 40.760841249363)
JEFFERSON HOUSES BUILDING 4,Residencial,POINT (-73.936509082111 40.795179330932)
APPLE STORE UPPER WEST SIDE,Comercial,POINT (-73.98258908267 40.775046636024)
100 GATEWAY PLAZA,Comercial,POINT (-74.016526968613 40.710994833432)
WASHINGTON SQUARE PARK PLAYGROUND DOG AREA,Recreativo,POINT (-73.998169757175 40.730890735986)
NEW YORK UNIVERSITY STEINHARDT SCHOOL OF CULTURE EDUCATION & HUMAN DEVELOPMENT,Educativo,POINT (-73.996061374255 40.729913090381)
HRA JOB CENTER EAST END #23,Gobierno,POINT (-73.935535782194 40.804680466346)
BROOME STREET ACADEMY CHARTER HIGH SCHOOL,Educativo,POINT (-74.004962079536 40.724039245367)
NEW YORK UNIVERSITY EAST BUILDING,Educativo,POINT (-73.995627264684 40.729738765295)
THE STUDIO SCHOOL,Educativo,POINT (-73.968738087724 40.792663932959)
CENTRAL PARK NAUMBURG BANDSHELL,Recreativo,POINT (-73.971028548758 40.772700085747)
69 REGIMENT ARMORY,Gobierno,POINT (-73.983914417499 40.741348039534)
